,participant_number,block_number,condition,RT,group,task
18480,22,1,veges,536.7,tool_vehicle_group,learning
18481,22,1,veges,521.7,tool_vehicle_group,learning
18482,22,1,fruits,438.5,tool_vehicle_group,learning
18483,22,1,fruits,541.1,tool_vehicle_group,learning
18484,22,1,fruits,465.9,tool_vehicle_group,learning
18485,22,2,veges,400.8,tool_vehicle_group,learning
18486,22,2,fruits,673.8,tool_vehicle_group,learning
18487,22,2,fruits,447.8,tool_vehicle_group,learning
18488,22,2,fruits,464,tool_vehicle_group,learning
18489,22,2,veges,467.9,tool_vehicle_group,learning
18490,22,2,veges,613,tool_vehicle_group,learning
18491,22,2,fruits,389.2,tool_vehicle_group,learning
18492,22,2,fruits,480.5,tool_vehicle_group,learning
18493,22,2,veges,389.4,tool_vehicle_group,learning
18494,22,2,fruits,416,tool_vehicle_group,learning
18495,22,2,veges,552,tool_vehicle_group,learning
18496,22,2,veges,486.8,tool_vehicle_group,learning
18497,22,2,fruits,425.5,tool_vehicle_group,learning
18498,22,2,fruits,420.1,tool_vehicle_group,learning
18499,22,2,veges,412.9,tool_vehicle_group,learning
18500,22,2,fruits,506.1,tool_vehicle_group,learning
18501,22,2,fruits,503.7,tool_vehicle_group,learning
18502,22,2,fruits,681,tool_vehicle_group,learning
18503,22,2,veges,407.8,tool_vehicle_group,learning
18504,22,2,fruits,421.8,tool_vehicle_group,learning
18505,22,2,veges,552.1,tool_vehicle_group,learning
18506,22,2,fruits,481.1,tool_vehicle_group,learning
18507,22,2,fruits,656.2,tool_vehicle_group,learning
18508,22,2,veges,662.5,tool_vehicle_group,learning
18509,22,2,veges,450.6,tool_vehicle_group,learning
18510,22,2,fruits,520.5,tool_vehicle_group,learning
18511,22,2,veges,738.9,tool_vehicle_group,learning
18512,22,2,veges,602.8,tool_vehicle_group,learning
18513,22,2,veges,535.3,tool_vehicle_group,learning
18514,22,2,veges,443.2,tool_vehicle_group,learning
18515,22,2,fruits,450.7,tool_vehicle_group,learning
18516,22,2,veges,488,tool_vehicle_group,learning
18517,22,2,fruits,474.5,tool_vehicle_group,learning
18518,22,2,veges,477.7,tool_vehicle_group,learning
18519,22,2,veges,422.8,tool_vehicle_group,learning
18520,22,2,veges,627.3,tool_vehicle_group,learning
18521,22,2,veges,526.9,tool_vehicle_group,learning
18522,22,2,fruits,378.6,tool_vehicle_group,learning
18523,22,2,fruits,640.1,tool_vehicle_group,learning
18524,22,2,veges,454.4,tool_vehicle_group,learning
18525,22,2,fruits,458.5,tool_vehicle_group,learning
18526,22,2,veges,529.5,tool_vehicle_group,learning
18527,22,2,fruits,476,tool_vehicle_group,learning
18528,22,2,fruits,453.6,tool_vehicle_group,learning
18529,22,2,veges,408.5,tool_vehicle_group,learning
18530,22,2,veges,454,tool_vehicle_group,learning
18531,22,2,veges,480,tool_vehicle_group,learning
18532,22,2,fruits,639.4,tool_vehicle_group,learning
18533,22,2,veges,445.8,tool_vehicle_group,learning
18534,22,2,fruits,515.9,tool_vehicle_group,learning
18535,22,2,veges,650.6,tool_vehicle_group,learning
18536,22,2,veges,581.2,tool_vehicle_group,learning
18537,22,2,veges,505.3,tool_vehicle_group,learning
18538,22,2,fruits,465.5,tool_vehicle_group,learning
18539,22,2,fruits,388.8,tool_vehicle_group,learning
18540,22,2,veges,438.4,tool_vehicle_group,learning
18541,22,2,fruits,483,tool_vehicle_group,learning
18542,22,2,fruits,446.1,tool_vehicle_group,learning
18543,22,2,fruits,420.5,tool_vehicle_group,learning
18544,22,2,veges,468.4,tool_vehicle_group,learning
18545,22,2,fruits,414.7,tool_vehicle_group,learning
18546,22,2,fruits,455,tool_vehicle_group,learning
18547,22,2,fruits,422.8,tool_vehicle_group,learning
18548,22,2,veges,463.4,tool_vehicle_group,learning
18549,22,2,fruits,592.7,tool_vehicle_group,learning
18550,22,2,fruits,563.1,tool_vehicle_group,learning
18551,22,3,veges,562.1,tool_vehicle_group,learning
18552,22,3,veges,465.9,tool_vehicle_group,learning
18553,22,3,veges,404.1,tool_vehicle_group,learning
18554,22,3,veges,489.1,tool_vehicle_group,learning
18555,22,3,veges,686.3,tool_vehicle_group,learning
18556,22,3,veges,513.2,tool_vehicle_group,learning
18557,22,3,veges,482.9,tool_vehicle_group,learning
18558,22,3,veges,497.8,tool_vehicle_group,learning
18559,22,3,fruits,436.2,tool_vehicle_group,learning
18560,22,3,veges,672.7,tool_vehicle_group,learning
18561,22,3,fruits,434.8,tool_vehicle_group,learning
18562,22,3,veges,417.5,tool_vehicle_group,learning
18563,22,3,fruits,441.2,tool_vehicle_group,learning
18564,22,3,fruits,446.9,tool_vehicle_group,learning
18565,22,3,veges,428.2,tool_vehicle_group,learning
18566,22,3,veges,595.8,tool_vehicle_group,learning
18567,22,3,veges,522.7,tool_vehicle_group,learning
18568,22,3,veges,566.5,tool_vehicle_group,learning
18569,22,3,fruits,535.8,tool_vehicle_group,learning
18570,22,3,veges,449.5,tool_vehicle_group,learning
18571,22,3,veges,453.4,tool_vehicle_group,learning
18572,22,3,veges,560.7,tool_vehicle_group,learning
18573,22,3,fruits,644.8,tool_vehicle_group,learning
18574,22,3,fruits,534.1,tool_vehicle_group,learning
18575,22,3,fruits,413.7,tool_vehicle_group,learning
18576,22,3,veges,533.8,tool_vehicle_group,learning
18577,22,3,veges,459.2,tool_vehicle_group,learning
18578,22,3,veges,371.6,tool_vehicle_group,learning
18579,22,3,veges,412.2,tool_vehicle_group,learning
18580,22,3,fruits,581.9,tool_vehicle_group,learning
18581,22,3,veges,428.6,tool_vehicle_group,learning
18582,22,3,veges,519.5,tool_vehicle_group,learning
18583,22,3,fruits,547.8,tool_vehicle_group,learning
18584,22,3,fruits,586.6,tool_vehicle_group,learning
18585,22,3,fruits,439.3,tool_vehicle_group,learning
18586,22,3,veges,663.4,tool_vehicle_group,learning
18587,22,3,veges,451.1,tool_vehicle_group,learning
18588,22,3,fruits,515.9,tool_vehicle_group,learning
18589,22,3,fruits,506.5,tool_vehicle_group,learning
18590,22,3,fruits,522.2,tool_vehicle_group,learning
18591,22,3,fruits,599.5,tool_vehicle_group,learning
18592,22,3,veges,461,tool_vehicle_group,learning
18593,22,3,fruits,426.1,tool_vehicle_group,learning
18594,22,3,fruits,462.8,tool_vehicle_group,learning
18595,22,3,veges,594.9,tool_vehicle_group,learning
18596,22,3,fruits,436.5,tool_vehicle_group,learning
18597,22,3,veges,513.6,tool_vehicle_group,learning
18598,22,3,fruits,538.2,tool_vehicle_group,learning
18599,22,3,veges,425.7,tool_vehicle_group,learning
18600,22,3,veges,622.7,tool_vehicle_group,learning
18601,22,3,fruits,486.7,tool_vehicle_group,learning
18602,22,3,fruits,644.8,tool_vehicle_group,learning
18603,22,3,veges,637.8,tool_vehicle_group,learning
18604,22,3,veges,608.7,tool_vehicle_group,learning
18605,22,3,fruits,472.6,tool_vehicle_group,learning
18606,22,3,fruits,485.8,tool_vehicle_group,learning
18607,22,3,fruits,502.8,tool_vehicle_group,learning
18608,22,3,fruits,437.3,tool_vehicle_group,learning
18609,22,3,fruits,526,tool_vehicle_group,learning
18610,22,3,fruits,479.8,tool_vehicle_group,learning
18611,23,0,fruits,653,tool_vehicle_group,learning
18612,23,0,veges,856,tool_vehicle_group,learning
18613,23,0,fruits,666,tool_vehicle_group,learning
18614,23,0,fruits,537,tool_vehicle_group,learning
18615,23,0,veges,629,tool_vehicle_group,learning
18616,23,0,fruits,719,tool_vehicle_group,learning
18617,23,0,veges,768,tool_vehicle_group,learning
18618,23,0,fruits,550,tool_vehicle_group,learning
18619,23,0,veges,541,tool_vehicle_group,learning
18620,23,0,veges,433,tool_vehicle_group,learning
18621,23,0,veges,661,tool_vehicle_group,learning
18622,23,0,veges,714,tool_vehicle_group,learning
18623,23,0,fruits,489,tool_vehicle_group,learning
18624,23,0,fruits,379,tool_vehicle_group,learning
18625,23,0,fruits,478,tool_vehicle_group,learning
18626,23,0,fruits,756,tool_vehicle_group,learning
18627,23,0,veges,592,tool_vehicle_group,learning
18628,23,0,veges,487,tool_vehicle_group,learning
18629,23,0,fruits,389,tool_vehicle_group,learning
18630,23,0,veges,600,tool_vehicle_group,learning
18631,23,0,veges,540,tool_vehicle_group,learning
18632,23,0,fruits,692,tool_vehicle_group,learning
18633,23,0,fruits,637,tool_vehicle_group,learning
18634,23,0,veges,609,tool_vehicle_group,learning
18635,23,0,veges,599,tool_vehicle_group,learning
18636,23,0,fruits,488,tool_vehicle_group,learning
18637,23,0,fruits,755,tool_vehicle_group,learning
18638,23,0,veges,534,tool_vehicle_group,learning
18639,23,0,fruits,613,tool_vehicle_group,learning
18640,23,0,veges,652,tool_vehicle_group,learning
18641,23,0,fruits,564,tool_vehicle_group,learning
18642,23,0,veges,548,tool_vehicle_group,learning
18643,23,0,fruits,460,tool_vehicle_group,learning
18644,23,0,veges,660,tool_vehicle_group,learning
18645,23,0,veges,551,tool_vehicle_group,learning
18646,23,0,fruits,690,tool_vehicle_group,learning
18647,23,0,veges,523,tool_vehicle_group,learning
18648,23,0,fruits,504,tool_vehicle_group,learning
18649,23,0,veges,552,tool_vehicle_group,learning
18650,23,0,veges,725,tool_vehicle_group,learning
18651,23,0,veges,434,tool_vehicle_group,learning
18652,23,0,veges,525,tool_vehicle_group,learning
18653,23,0,veges,844,tool_vehicle_group,learning
18654,23,0,fruits,451,tool_vehicle_group,learning
18655,23,0,veges,560,tool_vehicle_group,learning
18656,23,0,veges,543,tool_vehicle_group,learning
18657,23,0,fruits,481,tool_vehicle_group,learning
18658,23,0,veges,668,tool_vehicle_group,learning
18659,23,0,fruits,579,tool_vehicle_group,learning
18660,23,0,veges,634,tool_vehicle_group,learning
18661,23,0,fruits,516,tool_vehicle_group,learning
18662,23,0,fruits,480,tool_vehicle_group,learning
18663,23,0,veges,604,tool_vehicle_group,learning
18664,23,0,fruits,761,tool_vehicle_group,learning
18665,23,0,fruits,584,tool_vehicle_group,learning
18666,23,0,veges,554,tool_vehicle_group,learning
18667,23,0,fruits,569,tool_vehicle_group,learning
18668,23,0,fruits,475,tool_vehicle_group,learning
18669,23,0,fruits,569,tool_vehicle_group,learning
18670,23,0,fruits,514,tool_vehicle_group,learning
18671,23,0,veges,719,tool_vehicle_group,learning
18672,23,0,fruits,454,tool_vehicle_group,learning
18673,23,0,fruits,453,tool_vehicle_group,learning
18674,23,0,veges,431,tool_vehicle_group,learning
18675,23,0,fruits,521,tool_vehicle_group,learning
18676,23,0,veges,499,tool_vehicle_group,learning
18677,23,0,fruits,586,tool_vehicle_group,learning
18678,23,0,fruits,538,tool_vehicle_group,learning
18679,23,0,veges,515,tool_vehicle_group,learning
18680,23,1,veges,454,tool_vehicle_group,learning
18681,23,1,fruits,523,tool_vehicle_group,learning
18682,23,1,veges,487,tool_vehicle_group,learning
18683,23,1,fruits,551,tool_vehicle_group,learning
18684,23,1,fruits,534,tool_vehicle_group,learning
18685,23,1,fruits,622,tool_vehicle_group,learning
18686,23,1,veges,472,tool_vehicle_group,learning
18687,23,1,veges,732,tool_vehicle_group,learning
18688,23,1,fruits,471,tool_vehicle_group,learning
18689,23,1,fruits,689,tool_vehicle_group,learning
18690,23,1,fruits,596,tool_vehicle_group,learning
18691,23,1,fruits,537,tool_vehicle_group,learning
18692,23,1,fruits,468,tool_vehicle_group,learning
18693,23,1,fruits,549,tool_vehicle_group,learning
18694,23,1,veges,536,tool_vehicle_group,learning
18695,23,1,fruits,775,tool_vehicle_group,learning
18696,23,1,fruits,597,tool_vehicle_group,learning
18697,23,1,veges,571,tool_vehicle_group,learning
18698,23,1,veges,529,tool_vehicle_group,learning
18699,23,1,veges,505,tool_vehicle_group,learning
18700,23,1,fruits,635,tool_vehicle_group,learning
18701,23,1,fruits,530,tool_vehicle_group,learning
18702,23,1,veges,485,tool_vehicle_group,learning
18703,23,1,fruits,555,tool_vehicle_group,learning
18704,23,1,veges,744,tool_vehicle_group,learning
18705,23,1,veges,491,tool_vehicle_group,learning
18706,23,1,veges,644,tool_vehicle_group,learning
18707,23,1,veges,669,tool_vehicle_group,learning
18708,23,1,fruits,640,tool_vehicle_group,learning
18709,23,1,fruits,446,tool_vehicle_group,learning
18710,23,1,veges,515,tool_vehicle_group,learning
18711,23,1,veges,546,tool_vehicle_group,learning
18712,23,1,fruits,654,tool_vehicle_group,learning
18713,23,1,fruits,461,tool_vehicle_group,learning
18714,23,1,veges,600,tool_vehicle_group,learning
18715,23,1,veges,621,tool_vehicle_group,learning
18716,23,1,veges,501,tool_vehicle_group,learning
18717,23,1,veges,621,tool_vehicle_group,learning
18718,23,1,veges,464,tool_vehicle_group,learning
18719,23,1,fruits,671,tool_vehicle_group,learning
18720,23,1,fruits,498,tool_vehicle_group,learning
18721,23,1,fruits,654,tool_vehicle_group,learning
18722,23,1,fruits,649,tool_vehicle_group,learning
18723,23,1,veges,518,tool_vehicle_group,learning
18724,23,1,fruits,557,tool_vehicle_group,learning
18725,23,1,veges,594,tool_vehicle_group,learning
18726,23,1,fruits,513,tool_vehicle_group,learning
18727,23,1,fruits,624,tool_vehicle_group,learning
18728,23,1,veges,668,tool_vehicle_group,learning
18729,23,1,fruits,552,tool_vehicle_group,learning
18730,23,1,veges,625,tool_vehicle_group,learning
18731,23,1,fruits,524,tool_vehicle_group,learning
18732,23,1,veges,709,tool_vehicle_group,learning
18733,23,1,veges,798,tool_vehicle_group,learning
18734,23,1,fruits,499,tool_vehicle_group,learning
18735,23,1,veges,500,tool_vehicle_group,learning
18736,23,1,veges,459,tool_vehicle_group,learning
18737,23,1,veges,555,tool_vehicle_group,learning
18738,23,1,veges,570,tool_vehicle_group,learning
18739,23,1,fruits,681,tool_vehicle_group,learning
18740,23,1,veges,683,tool_vehicle_group,learning
18741,23,1,veges,668,tool_vehicle_group,learning
18742,23,1,fruits,502,tool_vehicle_group,learning
18743,23,1,veges,532,tool_vehicle_group,learning
18744,23,1,veges,589,tool_vehicle_group,learning
18745,23,1,fruits,597,tool_vehicle_group,learning
18746,23,1,veges,689,tool_vehicle_group,learning
18747,23,1,veges,621,tool_vehicle_group,learning
18748,23,1,fruits,513,tool_vehicle_group,learning
18749,23,2,fruits,413,tool_vehicle_group,learning
18750,23,2,veges,584,tool_vehicle_group,learning
18751,23,2,veges,614,tool_vehicle_group,learning
18752,23,2,fruits,539,tool_vehicle_group,learning
18753,23,2,veges,601,tool_vehicle_group,learning
18754,23,2,veges,431,tool_vehicle_group,learning
18755,23,2,veges,500,tool_vehicle_group,learning
18756,23,2,veges,487,tool_vehicle_group,learning
18757,23,2,fruits,513,tool_vehicle_group,learning
18758,23,2,fruits,569,tool_vehicle_group,learning
18759,23,2,veges,509,tool_vehicle_group,learning
18760,23,2,fruits,546,tool_vehicle_group,learning
18761,23,2,veges,722,tool_vehicle_group,learning
18762,23,2,fruits,513,tool_vehicle_group,learning
18763,23,2,veges,557,tool_vehicle_group,learning
18764,23,2,veges,534,tool_vehicle_group,learning
18765,23,2,veges,517,tool_vehicle_group,learning
18766,23,2,fruits,449,tool_vehicle_group,learning
18767,23,2,fruits,522,tool_vehicle_group,learning
18768,23,2,veges,579,tool_vehicle_group,learning
18769,23,2,fruits,580,tool_vehicle_group,learning
18770,23,2,veges,502,tool_vehicle_group,learning
18771,23,2,veges,626,tool_vehicle_group,learning
18772,23,2,fruits,538,tool_vehicle_group,learning
18773,23,2,veges,672,tool_vehicle_group,learning
18774,23,2,fruits,602,tool_vehicle_group,learning
18775,23,2,veges,488,tool_vehicle_group,learning
18776,23,2,fruits,488,tool_vehicle_group,learning
18777,23,2,fruits,398,tool_vehicle_group,learning
18778,23,2,fruits,444,tool_vehicle_group,learning
18779,23,2,fruits,481,tool_vehicle_group,learning
18780,23,2,veges,460,tool_vehicle_group,learning
18781,23,2,fruits,460,tool_vehicle_group,learning
18782,23,2,fruits,496,tool_vehicle_group,learning
18783,23,2,veges,472,tool_vehicle_group,learning
18784,23,2,fruits,498,tool_vehicle_group,learning
18785,23,2,fruits,507,tool_vehicle_group,learning
18786,23,2,veges,550,tool_vehicle_group,learning
18787,23,2,veges,508,tool_vehicle_group,learning
18788,23,2,fruits,524,tool_vehicle_group,learning
18789,23,2,veges,444,tool_vehicle_group,learning
18790,23,2,veges,676,tool_vehicle_group,learning
18791,23,2,veges,523,tool_vehicle_group,learning
18792,23,2,fruits,501,tool_vehicle_group,learning
18793,23,2,veges,467,tool_vehicle_group,learning
18794,23,2,fruits,597,tool_vehicle_group,learning
18795,23,2,veges,446,tool_vehicle_group,learning
18796,23,2,fruits,512,tool_vehicle_group,learning
18797,23,2,veges,520,tool_vehicle_group,learning
18798,23,2,veges,492,tool_vehicle_group,learning
18799,23,2,fruits,455,tool_vehicle_group,learning
18800,23,2,fruits,549,tool_vehicle_group,learning
18801,23,2,veges,448,tool_vehicle_group,learning
18802,23,2,veges,605,tool_vehicle_group,learning
18803,23,2,veges,499,tool_vehicle_group,learning
18804,23,2,fruits,599,tool_vehicle_group,learning
18805,23,2,fruits,521,tool_vehicle_group,learning
18806,23,2,fruits,541,tool_vehicle_group,learning
18807,23,2,veges,443,tool_vehicle_group,learning
18808,23,2,fruits,588,tool_vehicle_group,learning
18809,23,2,fruits,686,tool_vehicle_group,learning
18810,23,2,fruits,550,tool_vehicle_group,learning
18811,23,2,fruits,544,tool_vehicle_group,learning
18812,23,2,veges,467,tool_vehicle_group,learning
18813,23,2,veges,592,tool_vehicle_group,learning
18814,23,2,fruits,429,tool_vehicle_group,learning
18815,23,2,fruits,582,tool_vehicle_group,learning
18816,23,2,fruits,498,tool_vehicle_group,learning
18817,23,3,fruits,491,tool_vehicle_group,learning
18818,23,3,veges,475,tool_vehicle_group,learning
18819,23,3,veges,431,tool_vehicle_group,learning
18820,23,3,veges,411,tool_vehicle_group,learning
18821,23,3,veges,563,tool_vehicle_group,learning
18822,23,3,veges,509,tool_vehicle_group,learning
18823,23,3,veges,575,tool_vehicle_group,learning
18824,23,3,veges,427,tool_vehicle_group,learning
18825,23,3,veges,458,tool_vehicle_group,learning
18826,23,3,veges,529,tool_vehicle_group,learning
18827,23,3,fruits,459,tool_vehicle_group,learning
18828,23,3,fruits,539,tool_vehicle_group,learning
18829,23,3,veges,520,tool_vehicle_group,learning
18830,23,3,fruits,551,tool_vehicle_group,learning
18831,23,3,veges,539,tool_vehicle_group,learning
18832,23,3,fruits,523,tool_vehicle_group,learning
18833,23,3,fruits,460,tool_vehicle_group,learning
18834,23,3,veges,459,tool_vehicle_group,learning
18835,23,3,veges,433,tool_vehicle_group,learning
18836,23,3,veges,376,tool_vehicle_group,learning
18837,23,3,veges,400,tool_vehicle_group,learning
18838,23,3,veges,477,tool_vehicle_group,learning
18839,23,3,fruits,574,tool_vehicle_group,learning
18840,23,3,fruits,472,tool_vehicle_group,learning
18841,23,3,veges,464,tool_vehicle_group,learning
18842,23,3,veges,674,tool_vehicle_group,learning
18843,23,3,fruits,551,tool_vehicle_group,learning
18844,23,3,fruits,573,tool_vehicle_group,learning
18845,23,3,fruits,543,tool_vehicle_group,learning
18846,23,3,fruits,714,tool_vehicle_group,learning
18847,23,3,fruits,577,tool_vehicle_group,learning
18848,23,3,veges,575,tool_vehicle_group,learning
18849,23,3,fruits,569,tool_vehicle_group,learning
18850,23,3,fruits,586,tool_vehicle_group,learning
18851,23,3,veges,489,tool_vehicle_group,learning
18852,23,3,fruits,539,tool_vehicle_group,learning
18853,23,3,veges,570,tool_vehicle_group,learning
18854,23,3,veges,663,tool_vehicle_group,learning
18855,23,3,fruits,479,tool_vehicle_group,learning
18856,23,3,fruits,477,tool_vehicle_group,learning
18857,23,3,fruits,501,tool_vehicle_group,learning
18858,23,3,veges,546,tool_vehicle_group,learning
18859,23,3,veges,459,tool_vehicle_group,learning
18860,23,3,fruits,556,tool_vehicle_group,learning
18861,23,3,veges,551,tool_vehicle_group,learning
18862,23,3,veges,526,tool_vehicle_group,learning
18863,23,3,fruits,547,tool_vehicle_group,learning
18864,23,3,fruits,435,tool_vehicle_group,learning
18865,23,3,veges,433,tool_vehicle_group,learning
18866,23,3,fruits,601,tool_vehicle_group,learning
18867,23,3,fruits,556,tool_vehicle_group,learning
18868,23,3,fruits,559,tool_vehicle_group,learning
18869,23,3,fruits,444,tool_vehicle_group,learning
18870,23,3,fruits,445,tool_vehicle_group,learning
18871,23,3,veges,569,tool_vehicle_group,learning
18872,23,3,veges,674,tool_vehicle_group,learning
18873,23,3,veges,624,tool_vehicle_group,learning
18874,23,3,veges,576,tool_vehicle_group,learning
18875,23,3,fruits,581,tool_vehicle_group,learning
18876,23,3,veges,707,tool_vehicle_group,learning
18877,23,3,veges,542,tool_vehicle_group,learning
18878,23,3,fruits,579,tool_vehicle_group,learning
18879,23,3,fruits,649,tool_vehicle_group,learning
18880,23,3,fruits,425,tool_vehicle_group,learning
18881,24,0,fruits,732,tool_vehicle_group,learning
18882,24,0,fruits,761,tool_vehicle_group,learning
18883,24,0,fruits,776,tool_vehicle_group,learning
18884,24,0,veges,746,tool_vehicle_group,learning
18885,24,0,veges,950,tool_vehicle_group,learning
18886,24,0,fruits,809,tool_vehicle_group,learning
18887,24,0,veges,902,tool_vehicle_group,learning
18888,24,0,fruits,761,tool_vehicle_group,learning
18889,24,0,fruits,682,tool_vehicle_group,learning
18890,24,0,fruits,783,tool_vehicle_group,learning
18891,24,0,fruits,754,tool_vehicle_group,learning
18892,24,0,veges,831,tool_vehicle_group,learning
18893,24,0,fruits,803,tool_vehicle_group,learning
18894,24,0,veges,748,tool_vehicle_group,learning
18895,24,0,veges,859,tool_vehicle_group,learning
18896,24,0,veges,766,tool_vehicle_group,learning
18897,24,0,veges,1474,tool_vehicle_group,learning
18898,24,0,veges,770,tool_vehicle_group,learning
18899,24,0,fruits,986,tool_vehicle_group,learning
18900,24,0,fruits,818,tool_vehicle_group,learning
18901,24,0,fruits,637,tool_vehicle_group,learning
18902,24,0,fruits,927,tool_vehicle_group,learning
18903,24,0,fruits,675,tool_vehicle_group,learning
18904,24,0,veges,730,tool_vehicle_group,learning
18905,24,0,veges,838,tool_vehicle_group,learning
18906,24,0,fruits,1097,tool_vehicle_group,learning
18907,24,0,fruits,1194,tool_vehicle_group,learning
18908,24,0,veges,832,tool_vehicle_group,learning
18909,24,0,veges,1281,tool_vehicle_group,learning
18910,24,0,veges,1016,tool_vehicle_group,learning
18911,24,0,fruits,1308,tool_vehicle_group,learning
18912,24,0,fruits,1223,tool_vehicle_group,learning
18913,24,0,veges,737,tool_vehicle_group,learning
18914,24,0,veges,1009,tool_vehicle_group,learning
18915,24,0,fruits,920,tool_vehicle_group,learning
18916,24,0,fruits,690,tool_vehicle_group,learning
18917,24,0,veges,720,tool_vehicle_group,learning
18918,24,0,fruits,751,tool_vehicle_group,learning
18919,24,0,fruits,683,tool_vehicle_group,learning
18920,24,0,fruits,1212,tool_vehicle_group,learning
18921,24,0,veges,647,tool_vehicle_group,learning
18922,24,0,fruits,1495,tool_vehicle_group,learning
18923,24,0,fruits,717,tool_vehicle_group,learning
18924,24,0,veges,1012,tool_vehicle_group,learning
18925,24,0,veges,1159,tool_vehicle_group,learning
18926,24,0,fruits,916,tool_vehicle_group,learning
18927,24,0,veges,735,tool_vehicle_group,learning
18928,24,0,fruits,828,tool_vehicle_group,learning
18929,24,0,veges,1322,tool_vehicle_group,learning
18930,24,0,fruits,598,tool_vehicle_group,learning
18931,24,0,fruits,722,tool_vehicle_group,learning
18932,24,0,fruits,773,tool_vehicle_group,learning
18933,24,0,veges,748,tool_vehicle_group,learning
18934,24,0,fruits,1042,tool_vehicle_group,learning
18935,24,0,veges,1082,tool_vehicle_group,learning
18936,24,0,veges,648,tool_vehicle_group,learning
18937,24,0,veges,752,tool_vehicle_group,learning
18938,24,0,fruits,792,tool_vehicle_group,learning
18939,24,0,veges,772,tool_vehicle_group,learning
18940,24,0,veges,726,tool_vehicle_group,learning
18941,24,0,veges,909,tool_vehicle_group,learning
18942,24,0,veges,712,tool_vehicle_group,learning
18943,24,0,fruits,587,tool_vehicle_group,learning
18944,24,0,veges,668,tool_vehicle_group,learning
18945,24,0,veges,667,tool_vehicle_group,learning
18946,24,0,fruits,1087,tool_vehicle_group,learning
18947,24,0,veges,600,tool_vehicle_group,learning
18948,24,1,veges,1258,tool_vehicle_group,learning
18949,24,1,veges,526,tool_vehicle_group,learning
18950,24,1,fruits,813,tool_vehicle_group,learning
18951,24,1,fruits,747,tool_vehicle_group,learning
18952,24,1,veges,675,tool_vehicle_group,learning
18953,24,1,fruits,717,tool_vehicle_group,learning
18954,24,1,fruits,538,tool_vehicle_group,learning
18955,24,1,veges,904,tool_vehicle_group,learning
18956,24,1,fruits,720,tool_vehicle_group,learning
18957,24,1,veges,760,tool_vehicle_group,learning
18958,24,1,veges,699,tool_vehicle_group,learning
18959,24,1,veges,670,tool_vehicle_group,learning
18960,24,1,fruits,737,tool_vehicle_group,learning
18961,24,1,fruits,798,tool_vehicle_group,learning
18962,24,1,fruits,903,tool_vehicle_group,learning
18963,24,1,fruits,913,tool_vehicle_group,learning
18964,24,1,veges,1001,tool_vehicle_group,learning
18965,24,1,fruits,727,tool_vehicle_group,learning
18966,24,1,veges,782,tool_vehicle_group,learning
18967,24,1,veges,1011,tool_vehicle_group,learning
18968,24,1,fruits,752,tool_vehicle_group,learning
18969,24,1,veges,933,tool_vehicle_group,learning
18970,24,1,fruits,617,tool_vehicle_group,learning
18971,24,1,veges,874,tool_vehicle_group,learning
18972,24,1,veges,863,tool_vehicle_group,learning
18973,24,1,fruits,1297,tool_vehicle_group,learning
18974,24,1,fruits,651,tool_vehicle_group,learning
18975,24,1,veges,751,tool_vehicle_group,learning
18976,24,1,veges,1093,tool_vehicle_group,learning
18977,24,1,fruits,684,tool_vehicle_group,learning
18978,24,1,fruits,644,tool_vehicle_group,learning
18979,24,1,fruits,891,tool_vehicle_group,learning
18980,24,1,fruits,580,tool_vehicle_group,learning
18981,24,1,fruits,523,tool_vehicle_group,learning
18982,24,1,fruits,621,tool_vehicle_group,learning
18983,24,1,veges,687,tool_vehicle_group,learning
18984,24,1,fruits,828,tool_vehicle_group,learning
18985,24,1,veges,669,tool_vehicle_group,learning
18986,24,1,fruits,812,tool_vehicle_group,learning
18987,24,1,veges,600,tool_vehicle_group,learning
18988,24,1,veges,793,tool_vehicle_group,learning
18989,24,1,fruits,808,tool_vehicle_group,learning
18990,24,1,fruits,586,tool_vehicle_group,learning
18991,24,1,veges,669,tool_vehicle_group,learning
18992,24,1,veges,796,tool_vehicle_group,learning
18993,24,1,veges,883,tool_vehicle_group,learning
18994,24,1,veges,791,tool_vehicle_group,learning
18995,24,1,veges,773,tool_vehicle_group,learning
18996,24,1,fruits,833,tool_vehicle_group,learning
18997,24,1,fruits,935,tool_vehicle_group,learning
18998,24,1,veges,741,tool_vehicle_group,learning
18999,24,1,fruits,691,tool_vehicle_group,learning
19000,24,1,veges,670,tool_vehicle_group,learning
19001,24,1,veges,633,tool_vehicle_group,learning
19002,24,1,veges,959,tool_vehicle_group,learning
19003,24,1,veges,672,tool_vehicle_group,learning
19004,24,1,veges,1014,tool_vehicle_group,learning
19005,24,1,veges,847,tool_vehicle_group,learning
19006,24,1,veges,838,tool_vehicle_group,learning
19007,24,1,veges,735,tool_vehicle_group,learning
19008,24,1,fruits,645,tool_vehicle_group,learning
19009,24,1,fruits,807,tool_vehicle_group,learning
19010,24,1,fruits,623,tool_vehicle_group,learning
19011,24,1,fruits,640,tool_vehicle_group,learning
19012,24,1,fruits,807,tool_vehicle_group,learning
19013,24,1,veges,633,tool_vehicle_group,learning
19014,24,1,fruits,642,tool_vehicle_group,learning
19015,24,2,veges,709,tool_vehicle_group,learning
19016,24,2,fruits,571,tool_vehicle_group,learning
19017,24,2,veges,602,tool_vehicle_group,learning
