,participant_number,block_number,condition,RT,group,task
19018,24,2,fruits,862,tool_vehicle_group,learning
19019,24,2,fruits,638,tool_vehicle_group,learning
19020,24,2,veges,741,tool_vehicle_group,learning
19021,24,2,fruits,722,tool_vehicle_group,learning
19022,24,2,fruits,857,tool_vehicle_group,learning
19023,24,2,veges,787,tool_vehicle_group,learning
19024,24,2,veges,1002,tool_vehicle_group,learning
19025,24,2,fruits,1151,tool_vehicle_group,learning
19026,24,2,veges,601,tool_vehicle_group,learning
19027,24,2,fruits,1110,tool_vehicle_group,learning
19028,24,2,fruits,557,tool_vehicle_group,learning
19029,24,2,fruits,610,tool_vehicle_group,learning
19030,24,2,fruits,779,tool_vehicle_group,learning
19031,24,2,veges,629,tool_vehicle_group,learning
19032,24,2,fruits,547,tool_vehicle_group,learning
19033,24,2,veges,579,tool_vehicle_group,learning
19034,24,2,fruits,640,tool_vehicle_group,learning
19035,24,2,veges,815,tool_vehicle_group,learning
19036,24,2,fruits,759,tool_vehicle_group,learning
19037,24,2,veges,640,tool_vehicle_group,learning
19038,24,2,veges,641,tool_vehicle_group,learning
19039,24,2,fruits,571,tool_vehicle_group,learning
19040,24,2,fruits,753,tool_vehicle_group,learning
19041,24,2,veges,722,tool_vehicle_group,learning
19042,24,2,veges,582,tool_vehicle_group,learning
19043,24,2,fruits,490,tool_vehicle_group,learning
19044,24,2,fruits,595,tool_vehicle_group,learning
19045,24,2,veges,561,tool_vehicle_group,learning
19046,24,2,veges,642,tool_vehicle_group,learning
19047,24,2,veges,558,tool_vehicle_group,learning
19048,24,2,fruits,776,tool_vehicle_group,learning
19049,24,2,fruits,607,tool_vehicle_group,learning
19050,24,2,veges,605,tool_vehicle_group,learning
19051,24,2,veges,623,tool_vehicle_group,learning
19052,24,2,fruits,1114,tool_vehicle_group,learning
19053,24,2,veges,1002,tool_vehicle_group,learning
19054,24,2,fruits,527,tool_vehicle_group,learning
19055,24,2,veges,688,tool_vehicle_group,learning
19056,24,2,fruits,1026,tool_vehicle_group,learning
19057,24,2,veges,538,tool_vehicle_group,learning
19058,24,2,fruits,953,tool_vehicle_group,learning
19059,24,2,veges,696,tool_vehicle_group,learning
19060,24,2,fruits,638,tool_vehicle_group,learning
19061,24,2,veges,694,tool_vehicle_group,learning
19062,24,2,fruits,809,tool_vehicle_group,learning
19063,24,2,veges,547,tool_vehicle_group,learning
19064,24,2,veges,702,tool_vehicle_group,learning
19065,24,2,fruits,812,tool_vehicle_group,learning
19066,24,2,fruits,855,tool_vehicle_group,learning
19067,24,2,fruits,660,tool_vehicle_group,learning
19068,24,2,fruits,782,tool_vehicle_group,learning
19069,24,2,veges,715,tool_vehicle_group,learning
19070,24,2,veges,566,tool_vehicle_group,learning
19071,24,2,fruits,622,tool_vehicle_group,learning
19072,24,2,fruits,731,tool_vehicle_group,learning
19073,24,2,fruits,801,tool_vehicle_group,learning
19074,24,2,veges,776,tool_vehicle_group,learning
19075,24,2,veges,605,tool_vehicle_group,learning
19076,24,2,veges,720,tool_vehicle_group,learning
19077,24,2,veges,799,tool_vehicle_group,learning
19078,24,2,fruits,651,tool_vehicle_group,learning
19079,24,2,veges,855,tool_vehicle_group,learning
19080,24,2,fruits,542,tool_vehicle_group,learning
19081,24,2,veges,728,tool_vehicle_group,learning
19082,24,2,veges,608,tool_vehicle_group,learning
19083,24,2,veges,1035,tool_vehicle_group,learning
19084,24,3,veges,800,tool_vehicle_group,learning
19085,24,3,fruits,760,tool_vehicle_group,learning
19086,24,3,veges,625,tool_vehicle_group,learning
19087,24,3,fruits,589,tool_vehicle_group,learning
19088,24,3,fruits,487,tool_vehicle_group,learning
19089,24,3,veges,618,tool_vehicle_group,learning
19090,24,3,fruits,524,tool_vehicle_group,learning
19091,24,3,veges,925,tool_vehicle_group,learning
19092,24,3,veges,615,tool_vehicle_group,learning
19093,24,3,veges,641,tool_vehicle_group,learning
19094,24,3,veges,705,tool_vehicle_group,learning
19095,24,3,fruits,817,tool_vehicle_group,learning
19096,24,3,fruits,587,tool_vehicle_group,learning
19097,24,3,fruits,539,tool_vehicle_group,learning
19098,24,3,veges,586,tool_vehicle_group,learning
19099,24,3,fruits,608,tool_vehicle_group,learning
19100,24,3,veges,540,tool_vehicle_group,learning
19101,24,3,veges,670,tool_vehicle_group,learning
19102,24,3,fruits,709,tool_vehicle_group,learning
19103,24,3,veges,720,tool_vehicle_group,learning
19104,24,3,fruits,740,tool_vehicle_group,learning
19105,24,3,fruits,653,tool_vehicle_group,learning
19106,24,3,fruits,589,tool_vehicle_group,learning
19107,24,3,veges,543,tool_vehicle_group,learning
19108,24,3,veges,482,tool_vehicle_group,learning
19109,24,3,fruits,672,tool_vehicle_group,learning
19110,24,3,fruits,538,tool_vehicle_group,learning
19111,24,3,fruits,1159,tool_vehicle_group,learning
19112,24,3,veges,663,tool_vehicle_group,learning
19113,24,3,veges,735,tool_vehicle_group,learning
19114,24,3,veges,935,tool_vehicle_group,learning
19115,24,3,fruits,558,tool_vehicle_group,learning
19116,24,3,fruits,836,tool_vehicle_group,learning
19117,24,3,veges,590,tool_vehicle_group,learning
19118,24,3,veges,685,tool_vehicle_group,learning
19119,24,3,fruits,916,tool_vehicle_group,learning
19120,24,3,veges,705,tool_vehicle_group,learning
19121,24,3,veges,917,tool_vehicle_group,learning
19122,24,3,veges,706,tool_vehicle_group,learning
19123,24,3,veges,851,tool_vehicle_group,learning
19124,24,3,fruits,746,tool_vehicle_group,learning
19125,24,3,veges,614,tool_vehicle_group,learning
19126,24,3,veges,791,tool_vehicle_group,learning
19127,24,3,veges,543,tool_vehicle_group,learning
19128,24,3,fruits,821,tool_vehicle_group,learning
19129,24,3,fruits,731,tool_vehicle_group,learning
19130,24,3,fruits,636,tool_vehicle_group,learning
19131,24,3,veges,744,tool_vehicle_group,learning
19132,24,3,veges,1002,tool_vehicle_group,learning
19133,24,3,veges,804,tool_vehicle_group,learning
19134,24,3,veges,968,tool_vehicle_group,learning
19135,24,3,fruits,600,tool_vehicle_group,learning
19136,24,3,fruits,721,tool_vehicle_group,learning
19137,24,3,veges,928,tool_vehicle_group,learning
19138,24,3,veges,957,tool_vehicle_group,learning
19139,24,3,fruits,644,tool_vehicle_group,learning
19140,24,3,veges,786,tool_vehicle_group,learning
19141,24,3,veges,703,tool_vehicle_group,learning
19142,24,3,fruits,604,tool_vehicle_group,learning
19143,24,3,fruits,576,tool_vehicle_group,learning
19144,24,3,fruits,715,tool_vehicle_group,learning
19145,24,3,fruits,580,tool_vehicle_group,learning
19146,24,3,fruits,684,tool_vehicle_group,learning
19147,24,3,fruits,628,tool_vehicle_group,learning
19148,24,3,fruits,682,tool_vehicle_group,learning
19149,24,3,fruits,867,tool_vehicle_group,learning
19150,25,0,veges,700.6,tool_vehicle_group,learning
19151,25,0,veges,455.2,tool_vehicle_group,learning
19152,25,0,veges,538.1,tool_vehicle_group,learning
19153,25,0,fruits,464,tool_vehicle_group,learning
19154,25,0,veges,489.8,tool_vehicle_group,learning
19155,25,0,fruits,515,tool_vehicle_group,learning
19156,25,0,fruits,485.3,tool_vehicle_group,learning
19157,25,0,veges,440.9,tool_vehicle_group,learning
19158,25,0,veges,446.9,tool_vehicle_group,learning
19159,25,0,veges,761.2,tool_vehicle_group,learning
19160,25,0,fruits,499.5,tool_vehicle_group,learning
19161,25,0,veges,465.1,tool_vehicle_group,learning
19162,25,0,fruits,459.1,tool_vehicle_group,learning
19163,25,0,fruits,508.2,tool_vehicle_group,learning
19164,25,0,veges,480.9,tool_vehicle_group,learning
19165,25,0,veges,520.4,tool_vehicle_group,learning
19166,25,0,veges,457.8,tool_vehicle_group,learning
19167,25,0,veges,502,tool_vehicle_group,learning
19168,25,0,fruits,532.2,tool_vehicle_group,learning
19169,25,0,fruits,703.4,tool_vehicle_group,learning
19170,25,0,fruits,493.9,tool_vehicle_group,learning
19171,25,0,veges,504.7,tool_vehicle_group,learning
19172,25,0,fruits,705.9,tool_vehicle_group,learning
19173,25,0,veges,522.2,tool_vehicle_group,learning
19174,25,0,fruits,582.3,tool_vehicle_group,learning
19175,25,0,veges,506,tool_vehicle_group,learning
19176,25,0,veges,589.8,tool_vehicle_group,learning
19177,25,0,veges,629.1,tool_vehicle_group,learning
19178,25,0,veges,471.4,tool_vehicle_group,learning
19179,25,0,fruits,616.4,tool_vehicle_group,learning
19180,25,0,veges,476.6,tool_vehicle_group,learning
19181,25,0,veges,526.1,tool_vehicle_group,learning
19182,25,0,veges,477.2,tool_vehicle_group,learning
19183,25,0,veges,525,tool_vehicle_group,learning
19184,25,0,fruits,563.6,tool_vehicle_group,learning
19185,25,0,fruits,583,tool_vehicle_group,learning
19186,25,0,fruits,437.5,tool_vehicle_group,learning
19187,25,0,fruits,542.5,tool_vehicle_group,learning
19188,25,0,fruits,420.3,tool_vehicle_group,learning
19189,25,0,fruits,551.6,tool_vehicle_group,learning
19190,25,0,veges,430.2,tool_vehicle_group,learning
19191,25,0,fruits,501.2,tool_vehicle_group,learning
19192,25,0,fruits,527,tool_vehicle_group,learning
19193,25,0,fruits,559.2,tool_vehicle_group,learning
19194,25,0,veges,445.4,tool_vehicle_group,learning
19195,25,0,fruits,549.8,tool_vehicle_group,learning
19196,25,0,fruits,441.2,tool_vehicle_group,learning
19197,25,0,fruits,599.8,tool_vehicle_group,learning
19198,25,0,veges,550.4,tool_vehicle_group,learning
19199,25,0,fruits,510.9,tool_vehicle_group,learning
19200,25,0,fruits,498.3,tool_vehicle_group,learning
19201,25,0,fruits,392.3,tool_vehicle_group,learning
19202,25,0,fruits,426.7,tool_vehicle_group,learning
19203,25,0,fruits,482.4,tool_vehicle_group,learning
19204,25,0,veges,448.3,tool_vehicle_group,learning
19205,25,0,fruits,453.8,tool_vehicle_group,learning
19206,25,0,veges,542,tool_vehicle_group,learning
19207,25,0,fruits,410,tool_vehicle_group,learning
19208,25,0,veges,495.4,tool_vehicle_group,learning
19209,25,0,fruits,669.8,tool_vehicle_group,learning
19210,25,0,fruits,578.7,tool_vehicle_group,learning
19211,25,0,veges,400.3,tool_vehicle_group,learning
19212,25,0,veges,508.8,tool_vehicle_group,learning
19213,25,0,fruits,422.8,tool_vehicle_group,learning
19214,25,0,veges,526.9,tool_vehicle_group,learning
19215,25,0,veges,575.5,tool_vehicle_group,learning
19216,25,0,veges,387.9,tool_vehicle_group,learning
19217,25,1,fruits,549.9,tool_vehicle_group,learning
19218,25,1,fruits,537.7,tool_vehicle_group,learning
19219,25,1,fruits,594.4,tool_vehicle_group,learning
19220,25,1,veges,677.7,tool_vehicle_group,learning
19221,25,1,veges,538.3,tool_vehicle_group,learning
19222,25,1,fruits,510.9,tool_vehicle_group,learning
19223,25,1,fruits,550.1,tool_vehicle_group,learning
19224,25,1,fruits,518,tool_vehicle_group,learning
19225,25,1,fruits,643.6,tool_vehicle_group,learning
19226,25,1,fruits,426.7,tool_vehicle_group,learning
19227,25,1,veges,509.1,tool_vehicle_group,learning
19228,25,1,veges,487.8,tool_vehicle_group,learning
19229,25,1,veges,437.5,tool_vehicle_group,learning
19230,25,1,veges,622.7,tool_vehicle_group,learning
19231,25,1,fruits,553.1,tool_vehicle_group,learning
19232,25,1,fruits,526.9,tool_vehicle_group,learning
19233,25,1,fruits,518.6,tool_vehicle_group,learning
19234,25,1,veges,488.9,tool_vehicle_group,learning
19235,25,1,veges,427.7,tool_vehicle_group,learning
19236,25,1,veges,678.7,tool_vehicle_group,learning
19237,25,1,veges,446.5,tool_vehicle_group,learning
19238,25,1,veges,574.8,tool_vehicle_group,learning
19239,25,1,fruits,456.5,tool_vehicle_group,learning
19240,25,1,fruits,488,tool_vehicle_group,learning
19241,25,1,fruits,474.9,tool_vehicle_group,learning
19242,25,1,fruits,499.7,tool_vehicle_group,learning
19243,25,1,veges,451.3,tool_vehicle_group,learning
19244,25,1,fruits,489.4,tool_vehicle_group,learning
19245,25,1,fruits,536.8,tool_vehicle_group,learning
19246,25,1,fruits,510.4,tool_vehicle_group,learning
19247,25,1,veges,436.3,tool_vehicle_group,learning
19248,25,1,fruits,442.5,tool_vehicle_group,learning
19249,25,1,veges,435,tool_vehicle_group,learning
19250,25,1,veges,421.2,tool_vehicle_group,learning
19251,25,1,fruits,465.7,tool_vehicle_group,learning
19252,25,1,veges,433.1,tool_vehicle_group,learning
19253,25,1,veges,460.6,tool_vehicle_group,learning
19254,25,1,veges,682.1,tool_vehicle_group,learning
19255,25,1,fruits,524.6,tool_vehicle_group,learning
19256,25,1,veges,476.1,tool_vehicle_group,learning
19257,25,1,fruits,399.8,tool_vehicle_group,learning
19258,25,1,veges,491.2,tool_vehicle_group,learning
19259,25,1,veges,465.7,tool_vehicle_group,learning
19260,25,1,veges,495.5,tool_vehicle_group,learning
19261,25,1,fruits,461.4,tool_vehicle_group,learning
19262,25,1,fruits,389.4,tool_vehicle_group,learning
19263,25,1,fruits,444.2,tool_vehicle_group,learning
19264,25,1,veges,391.2,tool_vehicle_group,learning
19265,25,1,veges,521,tool_vehicle_group,learning
19266,25,1,fruits,517.2,tool_vehicle_group,learning
19267,25,1,fruits,525.7,tool_vehicle_group,learning
19268,25,1,veges,449.7,tool_vehicle_group,learning
19269,25,1,veges,394.7,tool_vehicle_group,learning
19270,25,1,veges,598.3,tool_vehicle_group,learning
19271,25,1,fruits,443.3,tool_vehicle_group,learning
19272,25,1,fruits,502.8,tool_vehicle_group,learning
19273,25,1,fruits,393.2,tool_vehicle_group,learning
19274,25,1,veges,397.7,tool_vehicle_group,learning
19275,25,1,veges,462.7,tool_vehicle_group,learning
19276,25,1,veges,378.4,tool_vehicle_group,learning
19277,25,1,fruits,514.7,tool_vehicle_group,learning
19278,25,1,veges,476.2,tool_vehicle_group,learning
19279,25,1,fruits,539.5,tool_vehicle_group,learning
19280,25,1,veges,421.3,tool_vehicle_group,learning
19281,25,1,fruits,472.4,tool_vehicle_group,learning
19282,25,1,fruits,512,tool_vehicle_group,learning
19283,25,1,veges,424.7,tool_vehicle_group,learning
19284,25,1,veges,422.4,tool_vehicle_group,learning
19285,25,1,fruits,364.1,tool_vehicle_group,learning
19286,25,2,fruits,566.1,tool_vehicle_group,learning
19287,25,2,fruits,353.6,tool_vehicle_group,learning
19288,25,2,veges,408.6,tool_vehicle_group,learning
19289,25,2,veges,558.5,tool_vehicle_group,learning
19290,25,2,fruits,465.7,tool_vehicle_group,learning
19291,25,2,veges,507.2,tool_vehicle_group,learning
19292,25,2,veges,757.8,tool_vehicle_group,learning
19293,25,2,veges,392.7,tool_vehicle_group,learning
19294,25,2,veges,561.6,tool_vehicle_group,learning
19295,25,2,veges,517,tool_vehicle_group,learning
19296,25,2,veges,495.3,tool_vehicle_group,learning
19297,25,2,fruits,507.5,tool_vehicle_group,learning
19298,25,2,veges,430.4,tool_vehicle_group,learning
19299,25,2,fruits,391,tool_vehicle_group,learning
19300,25,2,veges,432.5,tool_vehicle_group,learning
19301,25,2,fruits,500.5,tool_vehicle_group,learning
19302,25,2,fruits,582.1,tool_vehicle_group,learning
19303,25,2,veges,571.8,tool_vehicle_group,learning
19304,25,2,fruits,640.1,tool_vehicle_group,learning
19305,25,2,fruits,713,tool_vehicle_group,learning
19306,25,2,veges,705.7,tool_vehicle_group,learning
19307,25,2,veges,630.3,tool_vehicle_group,learning
19308,25,2,fruits,465,tool_vehicle_group,learning
19309,25,2,veges,402.9,tool_vehicle_group,learning
19310,25,2,veges,527.9,tool_vehicle_group,learning
19311,25,2,veges,496.8,tool_vehicle_group,learning
19312,25,2,fruits,527.9,tool_vehicle_group,learning
19313,25,2,fruits,580.1,tool_vehicle_group,learning
19314,25,2,fruits,649.1,tool_vehicle_group,learning
19315,25,2,veges,417.6,tool_vehicle_group,learning
19316,25,2,fruits,382.3,tool_vehicle_group,learning
19317,25,2,fruits,470.2,tool_vehicle_group,learning
19318,25,2,veges,659.7,tool_vehicle_group,learning
19319,25,2,veges,526,tool_vehicle_group,learning
19320,25,2,fruits,699.2,tool_vehicle_group,learning
19321,25,2,fruits,532.2,tool_vehicle_group,learning
19322,25,2,veges,681,tool_vehicle_group,learning
19323,25,2,fruits,478.7,tool_vehicle_group,learning
19324,25,2,veges,467.9,tool_vehicle_group,learning
19325,25,2,fruits,562.9,tool_vehicle_group,learning
19326,25,2,fruits,546.5,tool_vehicle_group,learning
19327,25,2,veges,469,tool_vehicle_group,learning
19328,25,2,fruits,459.9,tool_vehicle_group,learning
19329,25,2,fruits,417.7,tool_vehicle_group,learning
19330,25,2,veges,574.4,tool_vehicle_group,learning
19331,25,2,veges,541.4,tool_vehicle_group,learning
19332,25,2,fruits,460.3,tool_vehicle_group,learning
19333,25,2,fruits,384.6,tool_vehicle_group,learning
19334,25,2,veges,382.4,tool_vehicle_group,learning
19335,25,2,fruits,594.3,tool_vehicle_group,learning
19336,25,2,veges,520.8,tool_vehicle_group,learning
19337,25,2,veges,497.3,tool_vehicle_group,learning
19338,25,2,fruits,514.5,tool_vehicle_group,learning
19339,25,2,fruits,506.3,tool_vehicle_group,learning
19340,25,2,fruits,643.6,tool_vehicle_group,learning
19341,25,2,veges,660.6,tool_vehicle_group,learning
19342,25,2,veges,522.7,tool_vehicle_group,learning
19343,25,2,veges,665,tool_vehicle_group,learning
19344,25,2,fruits,555.5,tool_vehicle_group,learning
19345,25,2,fruits,492.5,tool_vehicle_group,learning
19346,25,2,veges,447.8,tool_vehicle_group,learning
19347,25,2,fruits,397.6,tool_vehicle_group,learning
19348,25,2,veges,453.9,tool_vehicle_group,learning
19349,25,2,fruits,533.7,tool_vehicle_group,learning
19350,25,2,veges,480.3,tool_vehicle_group,learning
19351,25,2,veges,425.7,tool_vehicle_group,learning
19352,25,2,fruits,417.6,tool_vehicle_group,learning
19353,25,2,fruits,486.7,tool_vehicle_group,learning
19354,25,2,fruits,453,tool_vehicle_group,learning
19355,25,2,veges,444.9,tool_vehicle_group,learning
19356,25,3,veges,527.5,tool_vehicle_group,learning
19357,25,3,fruits,402.6,tool_vehicle_group,learning
19358,25,3,fruits,339.6,tool_vehicle_group,learning
